p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
71	24	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, 0, -2, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	24	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	7	[0, 0, -2, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	24	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[1, -2, -4, -2, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	15	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, -1, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	17	[-2, 1, -4, -3, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	25	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	18	[-2, -1, -9, -4, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	33	[0, -2, -1, 0, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[3, -7, 3, 3, 2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	26	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[4, -14, 5, 6, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	8	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[0, 1, -1, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[0, 1, -3, -4, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	27	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[0, 0, -4, -8, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-2, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	128	[-2, 0, -1, -1, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	9	[-1, 0, -2, -3, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	28	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[0, 1, 2, -6, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[1, -1, -1, 1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	12	[1, -2, -2, 2, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	29	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[0, -1, -2, 3, -9]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[-1, -1, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-2, -2, 1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	30	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[-1, -3, 1, -1, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	10	[-1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[1, -2, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	7	[2, -4, -1, -2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	31	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[4, -3, -1, -3, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[0, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	28		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	19	[0, 0, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	44	[-1, 0, 1, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	32	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	9	[0, 3, 1, -7, -1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	20	[0, -2, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	8	[2, -6, 2, -2, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	33	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[1, -12, 4, -3, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	13	[-1, 1, 1, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[-1, 0, 0, -1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	34	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[-2, -1, 2, -3, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	9	[1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[-1, 0, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	18	[0, -2, 1, -4, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	35	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[1, -4, -1, -10, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[-1, 0, -1, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, -2, -2, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	36	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-4, -2, -2, -9, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[-1, -1, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	14	[-2, -2, 0, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	9	[-4, -5, 0, 1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	37	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	11	[-8, -11, 3, 4, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, -2, -2, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[0, -3, -2, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	38	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -6, -4, 1, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	13	[-1, -2, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, 0, 0, -2, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	41	[-3, -3, 1, -4, 2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	39	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	28	[-5, -2, 0, -8, 4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, 0, -2, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	9	[1, 0, -2, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	40	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[2, -2, -3, -2, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[1, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	16	[1, -2, -1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	41	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	69	[3, -1, 0, -1, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	11	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	20	[1, -1, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[1, -2, -2, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	42	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	11	[2, -3, -2, -3, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	8	[-1, 0, 0, -2, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[0, -2, 0, -4, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	43	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	22	[-3, -4, 1, -8, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -1, 0, -1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -1, 1, -2, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	44	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	36	[2, -2, 1, -5, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -1, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -1, -1, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	45	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	20	[-5, -2, -1, -8, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	10	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, 0, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-3, -1, 0, 1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	46	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	15	[-4, -3, 0, 3, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[-1, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[-1, 0, -1, -1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	14	[-2, -2, 1, -3, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	47	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	14	[-4, -3, -2, -7, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	48	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
71	48	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
